0,0.442051
1,0.450859
2,0.44929
3,0.453213
4,0.449543
5,0.453719
6,0.447898
7,0.451467
8,0.455693
9,0.451796
10,0.453618
11,0.448353
12,0.455213
13,0.453466
14,0.450884
15,0.448682
16,0.454225
17,0.449492
18,0.448733
19,0.453365
20,0.45377
21,0.450834
22,0.454808
23,0.454099
24,0.453289
25,0.454909
26,0.451239
27,0.449973
28,0.44805
29,0.449518
30,0.448429
31,0.452049
32,0.448809
33,0.454479
34,0.451948
35,0.453643
36,0.452352
37,0.450328
38,0.449037
39,0.45339
40,0.451948
41,0.453086
42,0.451745
43,0.450986
44,0.452859
45,0.451365
46,0.450404
47,0.44886
48,0.452428
49,0.452277
50,0.448505
51,0.449619
52,0.452251
53,0.453213
54,0.454099
55,0.450328
56,0.465387
57,0.451846
58,0.453188
59,0.45334
60,0.452757
61,0.448936
62,0.450859
63,0.450859
64,0.45258
65,0.454605
66,0.448075
67,0.451796
68,0.452302
69,0.449315
70,0.457288
71,0.452732
72,0.450277
73,0.44972
74,0.449011
75,0.454479
76,0.454732
77,0.453947
78,0.449771
79,0.45096
80,0.452327
81,0.453896
82,0.452049
83,0.452327
84,0.450176
85,0.452023
86,0.451796
87,0.451492
88,0.449366
89,0.450758
90,0.450024
91,0.448075
92,0.449062
93,0.454909
94,0.457263
95,0.450657
96,0.452555
97,0.453416
98,0.453618
99,0.45663
100,0.451163
101,0.449087
102,0.450555
103,0.450631
104,0.450429
105,0.447898
106,0.449391
107,0.447265
108,0.453998
109,0.453542
110,0.456706
111,0.448784
112,0.45091
113,0.453061
114,0.452985
115,0.457313
116,0.449518
117,0.452327
118,0.452277
119,0.45172
120,0.449948
121,0.453567
122,0.451416
123,0.450986
124,0.450505
125,0.456807
126,0.457491
127,0.45377
128,0.451973
129,0.449391
130,0.450454
131,0.454909
132,0.453517
133,0.453896
134,0.449037
135,0.453694
136,0.453745
137,0.448657
138,0.448986
139,0.452909
140,0.451973
141,0.456731
142,0.450074
143,0.449416
144,0.451998
145,0.455288
146,0.453264
147,0.451087
148,0.448708
149,0.448126
150,0.452757
151,0.454884
152,0.448429
153,0.451365
154,0.452757
155,0.448455
156,0.448353
157,0.452732
158,0.455693
159,0.456554
160,0.449366
161,0.449163
162,0.451593
163,0.458275
164,0.451694
165,0.450226
166,0.44891
167,0.451922
168,0.452808
169,0.450226
170,0.454225
171,0.450049
172,0.450378
173,0.452428
174,0.456377
175,0.453264
176,0.453517
177,0.454023
178,0.455086
179,0.446885
180,0.450252
181,0.450581
182,0.454732
183,0.452403
184,0.451441
185,0.45096
186,0.450226
187,0.453365
188,0.453036
189,0.450328
190,0.453972
191,0.452302
192,0.450657
193,0.454251
194,0.452125
195,0.452074
196,0.456402
197,0.452757
198,0.45134
199,0.45258
200,0.453086
201,0.452023
202,0.451694
203,0.452327
204,0.449163
205,0.456174
206,0.455415
207,0.451644
208,0.450657
209,0.449872
210,0.452504
211,0.449341
212,0.456174
213,0.45301
214,0.450277
215,0.449037
216,0.454782
217,0.452935
218,0.447214
219,0.450809
220,0.451998
221,0.450226
222,0.45096
223,0.448024
224,0.449214
225,0.44767
226,0.453972
227,0.45539
228,0.455871
229,0.448784
230,0.453719
231,0.450657
232,0.45663
233,0.451365
234,0.451239
235,0.450884
236,0.454099
237,0.452909
238,0.451618
239,0.450328
240,0.449821
241,0.451897
242,0.451365
243,0.449847
244,0.450859
245,0.450783
246,0.45334
247,0.449492
248,0.453416
249,0.448505
250,0.450479
251,0.457415
252,0.453618
253,0.454782
254,0.453264
255,0.453416
256,0.455795
257,0.450328
258,0.450859
259,0.453593
260,0.455339
261,0.451289
262,0.449923
263,0.449746
264,0.451922
265,0.454099
266,0.452251
267,0.453441
268,0.447873
269,0.451922
270,0.451467
271,0.456655
272,0.453846
273,0.44929
274,0.452682
275,0.455997
276,0.45253
277,0.458579
278,0.450733
279,0.453162
280,0.45053
281,0.451796
282,0.449745
283,0.451087
284,0.451188
285,0.454327
286,0.450353
287,0.453896
288,0.448809
289,0.45258
290,0.452428
291,0.450555
292,0.451214
293,0.448809
294,0.456402
295,0.448733
296,0.453137
297,0.454808
298,0.454352
299,0.453061
300,0.455137
301,0.451948
